"University of Texas at San Antonio Schedule of Classes"
""
"These are the search criteria you submitted :"
"Term: Fall 2015"
"Subject:     CS "
"Course Number: %"
"Attributes: Any"
"Part of Term: Any"
Time Blocks: Any
"Campus: Any"
""
"FALL 2015 (201610)"
"Status","Subject","Course","Section","CRN","Title","Cred","Meeting Days","Times","Campus","Location","Instructor","Date","Weeks","Seats","Enrolled","Available","Final Exam","Fees","Notes","Comments"
"OPEN","CS","6981","020","13724","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","021","13725","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","022","13726","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","023","13727","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","024","13728","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6981","025","13729","Master's Thesis",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,B, 
"OPEN","CS","6982","001","13706","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","002","13707","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","003","13708","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","004","13709","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","005","13710","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","006","13730","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","007","13731","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","008","13732","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","009","13733","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","010","13734","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","011","13735","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","012","13736","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","013","13737","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","014","13738","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","015","13739","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","016","13740","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","017","13741","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","018","13742","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","019","13743","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","020","13744","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","021","13745","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","022","13746","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","023","13747","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","024","13748","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6982","025","13749","Master's Thesis",  2,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $80,B, 
"OPEN","CS","6983","001","10791","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","002","11001","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","003","11002","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","004","11003","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","005","11004","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","006","11005","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","007","11521","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","008","11522","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","009","11523","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","010","11524","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","011","11525","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","012","11526","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","013","11527","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","014","11528","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","015","11529","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","016","11530","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","017","10176","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","018","11863","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","019","12313","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","020","12314","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","021","12315","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","022","12360","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","023","12361","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","024","12316","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,O, 
"OPEN","CS","6983","025","12975","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","6983","026","13700","Master's Thesis",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7123","001","13013","Research Methods",  3,"TR","9:00-10:15pm","Main Camp","TBA","Korkmaz, Turgay  .",08/18-12/12,17,40,0,40,To be determined by instructor ,  $120,OW, 
"OPEN","CS","7211","001","12385","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","002","12386","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","003","12387","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","004","12388","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","005","13089","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","006","13090","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","007","13091","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","008","13092","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","009","13102","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","010","13093","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","011","13094","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","012","13095","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","013","13096","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","014","13097","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","015","13098","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","016","13099","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","017","13100","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","018","13101","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","019","13103","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","020","13104","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","021","13105","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","022","13106","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","023","13107","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","024","13108","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","025","13109","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7211","026","13701","Doctoral Research",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7213","001","10751","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","002","10798","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","003","10799","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","004","10902","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","005","11019","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","006","11020","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","007","11021","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","008","11022","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","009","11531","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","010","11532","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","011","11533","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","012","11534","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","013","11535","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","014","11536","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","015","11537","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","016","11538","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","017","10633","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","018","11864","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","019","11865","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","020","12317","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","021","12318","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","022","12319","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","023","12320","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","024","12321","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","025","12976","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7213","026","13702","Doctoral Research",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7216","001","11023","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","002","11024","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","003","11025","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","004","11026","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","005","11027","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","006","11028","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","007","11539","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","008","11540","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","009","11541","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","010","11542","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","011","11543","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","012","11544","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","013","11545","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","014","11546","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","015","11547","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","016","11548","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","017","11866","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","018","11867","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","019","11868","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","020","12322","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","021","12323","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","022","12362","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","023","12324","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","024","12325","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","025","12977","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7216","026","13703","Doctoral Research",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7311","001","12352","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","002","12468","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","003","12469","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","004","13112","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","005","13113","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","006","13114","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","007","13115","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","008","13116","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","009","13117","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","010","13118","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","011","13119","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","012","13120","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","013","13265","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","014","13266","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","015","13267","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","016","13268","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","017","13269","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","018","13270","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","019","13271","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","020","13272","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","021","13273","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","022","13274","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","023","13275","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
